config,trait,target,measured
configs/e1/e1_neuroticism_high.yaml,conscientiousness,0.5163919546216721,2.875
configs/e1/e1_neuroticism_high.yaml,extraversion,0.48864477106687654,2.375
configs/e1/e1_neuroticism_high.yaml,agreeableness,0.530317159256594,3.0833333333333335
configs/e1/e1_neuroticism_high.yaml,neuroticism,0.9041257905060512,4.541666666666667
configs/e1/e1_neuroticism_low.yaml,openness,0.3862445373652386,2.2083333333333335
configs/e1/e1_neuroticism_low.yaml,conscientiousness,0.7131473033467874,4.458333333333333
configs/e1/e1_neuroticism_low.yaml,extraversion,0.6089140683421648,4.291666666666667
configs/e1/e1_neuroticism_low.yaml,agreeableness,0.6265598993454902,4.0
configs/e1/e1_neuroticism_low.yaml,neuroticism,0.3747295971666542,1.8333333333333333
configs/e1/e1_neuroticism_low.yaml,openness,0.6181382332558805,3.9583333333333335
configs/e1/e1_neuroticism_low.yaml,conscientiousness,0.6266118020867888,4.125
configs/e1/e1_neuroticism_low.yaml,extraversion,0.5113390416114327,2.7916666666666665
configs/e1/e1_neuroticism_low.yaml,agreeableness,0.28598392235154013,1.3333333333333333
configs/e1/e1_neuroticism_low.yaml,neuroticism,0.17974323499444791,1.0416666666666667
configs/e1/e1_neuroticism_low.yaml,openness,0.38457280397349414,1.7083333333333333
configs/e1/e1_neuroticism_low.yaml,conscientiousness,0.286588734722688,1.625
configs/e1/e1_neuroticism_low.yaml,extraversion,0.5387679186369482,2.875
configs/e1/e1_neuroticism_low.yaml,agreeableness,0.4147175818778536,2.0
configs/e1/e1_neuroticism_low.yaml,neuroticism,0.04552933429828046,1.2916666666666667
configs/e1/e1_norm_baseline.yaml,openness,0.3435498379892652,2.5833333333333335
configs/e1/e1_norm_baseline.yaml,conscientiousness,0.5402625619563372,3.3333333333333335
configs/e1/e1_norm_baseline.yaml,extraversion,0.5538007923755517,2.75
configs/e1/e1_norm_baseline.yaml,agreeableness,0.698368620465025,4.375
configs/e1/e1_norm_baseline.yaml,neuroticism,0.4979127997213859,2.9166666666666665
configs/e1/e1_norm_baseline.yaml,openness,0.6562759638819233,4.083333333333333
configs/e1/e1_norm_baseline.yaml,conscientiousness,0.7103397240158784,4.458333333333333
configs/e1/e1_norm_baseline.yaml,extraversion,0.6725248454224538,4.708333333333333
configs/e1/e1_norm_baseline.yaml,agreeableness,0.14520441405845386,1.1666666666666667
configs/e1/e1_norm_baseline.yaml,neuroticism,0.6843025578805131,3.7916666666666665
configs/e1/e1_norm_baseline.yaml,openness,0.5509430012372964,3.0869565217391304
configs/e1/e1_norm_baseline.yaml,conscientiousness,0.5635657029280021,4.0
configs/e1/e1_norm_baseline.yaml,extraversion,0.5556841126604388,2.9166666666666665
configs/e1/e1_norm_baseline.yaml,agreeableness,0.5574135740406141,3.2916666666666665
configs/e1/e1_norm_baseline.yaml,neuroticism,0.5479121330378571,2.909090909090909
configs/e1/e1_openness_high.yaml,openness,0.746163003719207,4.291666666666667
configs/e1/e1_openness_high.yaml,conscientiousness,0.21475470524360085,1.173913043478261
configs/e1/e1_openness_high.yaml,extraversion,0.4836627908138865,2.7083333333333335
configs/e1/e1_openness_high.yaml,agreeableness,0.37944022272189853,2.0
configs/e1/e1_openness_high.yaml,neuroticism,0.6620245118806828,4.166666666666667
configs/e1/e1_openness_high.yaml,openness,0.7566850241006934,4.0
configs/e1/e1_openness_high.yaml,conscientiousness,0.5125213034160515,2.75
configs/e1/e1_openness_high.yaml,extraversion,0.3725591066584786,2.0416666666666665
configs/e1/e1_openness_high.yaml,agreeableness,0.423406629815281,2.125
configs/e1/e1_openness_high.yaml,neuroticism,0.498270040747012,2.875
configs/e1/e1_openness_high.yaml,openness,0.5771937223604683,4.041666666666667
configs/e1/e1_openness_high.yaml,conscientiousness,0.5451027671441908,2.75
configs/e1/e1_openness_high.yaml,extraversion,0.48408916198283736,2.5652173913043477
configs/e1/e1_openness_high.yaml,agreeableness,0.322142029249215,1.75
configs/e1/e1_openness_high.yaml,neuroticism,0.1402650701903343,1.125
configs/e1/e1_openness_low.yaml,openness,0.2769578200820458,1.75
configs/e1/e1_openness_low.yaml,conscientiousness,0.45536239415850044,2.7083333333333335
configs/e1/e1_openness_low.yaml,extraversion,0.4204987380172762,2.0
configs/e1/e1_openness_low.yaml,agreeableness,0.4645768055220587,3.25
configs/e1/e1_openness_low.yaml,neuroticism,0.7724713911321716,4.583333333333333
configs/e1/e1_openness_low.yaml,openness,0.19252985464105354,1.875
configs/e1/e1_openness_low.yaml,conscientiousness,0.5129928894482814,3.0416666666666665
configs/e1/e1_openness_low.yaml,extraversion,0.2769390695486903,1.3333333333333333
configs/e1/e1_openness_low.yaml,agreeableness,0.747100859953415,4.333333333333333
configs/e1/e1_openness_low.yaml,neuroticism,0.6376231975166442,3.9166666666666665
configs/e1/e1_openness_low.yaml,openness,0.3600402300507769,2.2916666666666665
configs/e1/e1_openness_low.yaml,conscientiousness,0.5071509096817519,3.0833333333333335
configs/e1/e1_openness_low.yaml,extraversion,0.6374982183236894,4.5
configs/e1/e1_openness_low.yaml,agreeableness,0.5556420252641615,3.0416666666666665
configs/e1/e1_openness_low.yaml,neuroticism,0.591978361678851,3.75
